Drug1,Drug2,Cell line,ID,ZIP,Bliss,Loewe,HSA
MITOMYCINE,BEZ-235,ES2,19658.5,11.219999999999999,10.967500000000001,11.5425,15.5975
MITOMYCINE,BEZ-235,HCT116,21922.5,3.245,1.8150000000000002,2.98,7.157500000000001
MITOMYCINE,BEZ-235,HT144,24218.5,4.640000000000001,3.7775,8.875,12.355
MITOMYCINE,BEZ-235,LNCAP,90034.5,-1.62,-2.2575,4.865,8.1325
MITOMYCINE,BEZ-235,LOVO,33310.5,1.105,0.7525,6.2675,9.2325
MITOMYCINE,BEZ-235,MDAMB436,35642.5,-5.197500000000001,-5.3275,8.7575,10.4825
MITOMYCINE,BEZ-235,MSTO,37750.5,4.71,1.91,3.9899999999999998,7.77
MITOMYCINE,BEZ-235,NCI-H460,46818.5,5.8925,4.6525,8.022499999999999,10.9825
MITOMYCINE,BEZ-235,NCIH1650,40002.5,3.415,2.36,5.71,9.395000000000001
MITOMYCINE,BEZ-235,NCIH2122,42334.5,9.195,9.35,14.010000000000002,17.04
MITOMYCINE,BEZ-235,NCIH23,44594.5,2.4675000000000002,2.1325,6.0425,9.695
MITOMYCINE,BEZ-235,NCIH520,49150.5,0.6175,-0.575,4.1,7.6025
MITOMYCINE,BEZ-235,OCUBM,51482.5,2.915,2.9825,5.3225,8.9575
MITOMYCINE,BEZ-235,OV90,53814.5,-3.3774999999999995,-3.795,3.4924999999999997,6.615
MITOMYCINE,BEZ-235,OVCAR3,56146.5,-3.1525,-3.1550000000000002,-1.585,7.3725000000000005
MITOMYCINE,BEZ-235,PA1,58478.5,7.4975000000000005,6.8,10.59,14.0525
MITOMYCINE,BEZ-235,RKO,60810.5,-1.1375,-1.5699999999999998,5.5575,8.635
MITOMYCINE,BEZ-235,RPMI7951,63102.5,-0.41000000000000003,-0.8275,3.515,6.9025
MITOMYCINE,BEZ-235,SK-OV-3,70062.5,1.8075,1.1649999999999998,6.0775,9.735
MITOMYCINE,BEZ-235,SKMEL30,65398.5,4.0725,4.0375,6.455,10.415
MITOMYCINE,BEZ-235,SKMES1,67730.5,3.42,3.16,4.175,8.3575
MITOMYCINE,BEZ-235,SW-620,72394.5,3.6025,3.2600000000000002,7.12,11.705
MITOMYCINE,BEZ-235,SW837,74726.5,2.0625,1.1175000000000002,7.092499999999999,9.845
MITOMYCINE,BEZ-235,T-47D,76950.5,11.0,11.215,11.569999999999999,14.8075
MITOMYCINE,BEZ-235,UACC62,79162.5,3.21,2.705,7.0175,11.1675
MITOMYCINE,BEZ-235,UWB1289,81494.5,-1.5274999999999999,-2.0625,3.655,7.199999999999999
MITOMYCINE,BEZ-235,VCAP,86158.5,3.9125,5.99,8.7725,11.3125
MITOMYCINE,BORTEZOMIB,A2058,1186.5,9.6525,7.7775,4.029999999999999,7.67
MITOMYCINE,BORTEZOMIB,A2780,3506.5,2.5374999999999996,2.5425,2.0625,6.0425
MITOMYCINE,BORTEZOMIB,A375,5786.5,2.315,1.9449999999999998,1.2149999999999999,3.385
MITOMYCINE,BORTEZOMIB,A427,8086.5,3.165,3.6,1.0474999999999999,5.390000000000001
MITOMYCINE,BORTEZOMIB,ES2,19662.5,9.942499999999999,7.922499999999999,5.0375,8.790000000000001
MITOMYCINE,BORTEZOMIB,HCT116,46592.2,0.36199999999999993,-0.466,-4.372,1.1400000000000001
MITOMYCINE,BORTEZOMIB,HT144,24222.5,-2.5199999999999996,-3.2175,-4.7625,-1.2125
MITOMYCINE,BORTEZOMIB,LNCAP,31106.5,-3.7425,-6.3975,-5.57,-2.9775
MITOMYCINE,BORTEZOMIB,LOVO,33314.5,4.2924999999999995,3.5325,1.4049999999999998,5.3125
MITOMYCINE,BORTEZOMIB,MDAMB436,35646.5,-0.69,-1.3625,-3.06,1.2175
MITOMYCINE,BORTEZOMIB,MSTO,37754.5,8.14,6.175000000000001,1.8449999999999998,8.3025
MITOMYCINE,BORTEZOMIB,NCI-H460,89954.8,0.05199999999999998,-1.922,-2.588,-0.01799999999999998
MITOMYCINE,BORTEZOMIB,NCIH1650,40006.5,-1.3425,-3.405,-5.9350000000000005,-0.915
MITOMYCINE,BORTEZOMIB,NCIH2122,42338.5,8.3575,7.92,7.0475,12.205
MITOMYCINE,BORTEZOMIB,NCIH23,65541.6,1.034,0.446,-2.082,2.53
MITOMYCINE,BORTEZOMIB,NCIH520,49154.5,-0.5750000000000001,-2.3600000000000003,-2.64,-0.705
MITOMYCINE,BORTEZOMIB,OCUBM,51486.5,-0.33249999999999996,-1.52,-5.404999999999999,-0.5100000000000001
MITOMYCINE,BORTEZOMIB,OV90,53818.5,-1.1775,-3.0425000000000004,-5.6525,-2.6550000000000002
MITOMYCINE,BORTEZOMIB,OVCAR3,92917.6,-1.3639999999999999,-2.744,-11.004000000000001,-2.614
MITOMYCINE,BORTEZOMIB,PA1,58482.5,3.7824999999999998,3.5349999999999997,-0.09500000000000003,5.505
MITOMYCINE,BORTEZOMIB,RKO,60814.5,0.05,-1.4225,-5.637499999999999,0.07499999999999998
MITOMYCINE,BORTEZOMIB,RPMI7951,63106.5,1.105,0.98,-2.2675,2.17
MITOMYCINE,BORTEZOMIB,SK-OV-3,99153.6,-4.029999999999999,-3.91,-5.290000000000001,-0.852
MITOMYCINE,BORTEZOMIB,SKMEL30,65402.5,-0.345,-1.2925,-4.779999999999999,-0.5325
MITOMYCINE,BORTEZOMIB,SKMES1,67734.5,-1.33,-4.41,-5.8999999999999995,-1.3499999999999996
MITOMYCINE,BORTEZOMIB,SW-620,116152.6,3.853999999999999,4.054,-1.568,5.45
MITOMYCINE,BORTEZOMIB,SW837,74730.5,1.375,-1.4175,3.785,5.375
MITOMYCINE,BORTEZOMIB,T-47D,90123.2,-3.5900000000000007,-4.806,-13.962,-2.5660000000000003
MITOMYCINE,BORTEZOMIB,UACC62,91483.0,-2.638,-3.464,-5.002,-0.14000000000000004
MITOMYCINE,BORTEZOMIB,UWB1289,81498.5,-2.1725000000000003,-4.285,-6.620000000000001,-1.905
MITOMYCINE,BORTEZOMIB,VCAP,86162.5,-3.235,-0.25249999999999995,-3.93,1.9849999999999999
MITOMYCINE,DASATINIB,A2058,1190.5,11.92,10.8475,11.7575,17.217499999999998
MITOMYCINE,DASATINIB,A2780,3510.5,8.55,8.235,12.84,17.0775
MITOMYCINE,DASATINIB,A375,5790.5,18.405,18.3625,18.9825,22.6175
MITOMYCINE,DASATINIB,A427,8090.5,10.4225,9.4025,12.35,16.8325
MITOMYCINE,DASATINIB,ES2,19666.5,10.8025,10.81,-3.4325,9.62
MITOMYCINE,DASATINIB,HCT116,21930.5,8.790000000000001,8.6225,-18.7375,5.3225
MITOMYCINE,DASATINIB,HT144,24226.5,3.5400000000000005,-0.017500000000000016,-33.6425,-6.632499999999999
MITOMYCINE,DASATINIB,LNCAP,31110.5,-4.91,-5.7675,-5.3775,5.620000000000001
MITOMYCINE,DASATINIB,LOVO,33318.5,5.5125,5.2725,9.7925,14.715
MITOMYCINE,DASATINIB,MDAMB436,35650.5,-2.9775,-1.9925,-5.1375,4.055
MITOMYCINE,DASATINIB,MSTO,37758.5,14.8075,12.005,17.805,21.765
MITOMYCINE,DASATINIB,NCI-H460,46826.5,5.6175,5.085,-7.6000000000000005,6.797500000000001
MITOMYCINE,DASATINIB,NCIH1650,40010.5,4.33,3.845,10.7775,12.1325
MITOMYCINE,DASATINIB,NCIH2122,42342.5,23.495,23.04,-8.4175,10.1325
MITOMYCINE,DASATINIB,NCIH23,44602.5,4.5175,3.8425000000000002,8.432500000000001,11.9425
MITOMYCINE,DASATINIB,NCIH520,49158.5,-1.2025000000000001,-1.385,9.0175,13.0775
MITOMYCINE,DASATINIB,OCUBM,51490.5,8.02,9.0175,7.1875,11.715
MITOMYCINE,DASATINIB,OV90,53822.5,-1.5125,-2.5600000000000005,2.54,7.115
MITOMYCINE,DASATINIB,OVCAR3,56154.5,0.52,0.605,9.225,12.6625
MITOMYCINE,DASATINIB,PA1,58486.5,6.495000000000001,6.28,12.702500000000002,15.165
MITOMYCINE,DASATINIB,RKO,60818.5,0.5174999999999996,0.6749999999999998,0.36750000000000016,5.1274999999999995
MITOMYCINE,DASATINIB,RPMI7951,63110.5,-0.6100000000000001,-0.8275000000000001,6.629999999999999,9.462499999999999
MITOMYCINE,DASATINIB,SK-OV-3,70070.5,-3.3425000000000002,-3.8025,5.5874999999999995,7.3575
MITOMYCINE,DASATINIB,SKMEL30,65406.5,8.1,4.7125,-23.777499999999996,-5.9799999999999995
MITOMYCINE,DASATINIB,SKMES1,67738.5,-2.29,-3.1050000000000004,-0.9425000000000001,3.145
MITOMYCINE,DASATINIB,SW-620,72402.5,17.77,17.0425,2.1350000000000002,21.655
MITOMYCINE,DASATINIB,SW837,74734.5,0.655,0.022500000000000048,13.677500000000002,15.1975
MITOMYCINE,DASATINIB,T-47D,76958.5,-5.8325000000000005,-2.5349999999999997,2.865,4.425
MITOMYCINE,DASATINIB,UACC62,79170.5,-1.3325,-0.905,-1.4475,3.6325000000000003
MITOMYCINE,DASATINIB,UWB1289,81502.5,-4.8725,-5.34,1.78,3.9
MITOMYCINE,DASATINIB,VCAP,86166.5,-3.2625,4.96,-4.8125,5.48
MITOMYCINE,DINACICLIB,A2058,1194.5,7.755000000000001,6.115,6.5024999999999995,10.910000000000002
MITOMYCINE,DINACICLIB,A2780,3514.5,3.82,3.2375000000000003,0.7875,4.875
MITOMYCINE,DINACICLIB,A375,5794.5,7.2125,6.67,3.26,8.41
MITOMYCINE,DINACICLIB,A427,8094.5,6.77,4.0625,2.38,7.6875
MITOMYCINE,DINACICLIB,ES2,19670.5,9.5275,8.469999999999999,4.8625,10.25
MITOMYCINE,DINACICLIB,HCT116,21934.5,3.19,1.815,-0.52,5.475
MITOMYCINE,DINACICLIB,HT144,24230.5,-2.545,-2.2125,-3.5,1.6625
MITOMYCINE,DINACICLIB,LNCAP,90038.5,5.3475,4.2575,3.7,8.879999999999999
MITOMYCINE,DINACICLIB,LOVO,33322.5,6.375000000000001,5.255000000000001,2.7575000000000003,8.5725
MITOMYCINE,DINACICLIB,MDAMB436,35654.5,-4.1825,-4.455,-0.8725,2.0774999999999997
MITOMYCINE,DINACICLIB,MSTO,37762.5,5.642499999999999,2.5925,2.415,5.0825
MITOMYCINE,DINACICLIB,NCI-H460,46830.5,4.579999999999999,1.9674999999999998,-0.14250000000000007,4.532500000000001
MITOMYCINE,DINACICLIB,NCIH1650,40014.5,3.6475,3.5525,-2.8975,5.2925
MITOMYCINE,DINACICLIB,NCIH2122,42346.5,11.604999999999999,9.21,9.3975,13.099999999999998
MITOMYCINE,DINACICLIB,NCIH23,44606.5,2.0775,1.1249999999999998,0.03500000000000003,5.1125
MITOMYCINE,DINACICLIB,NCIH520,49162.5,0.2825,-0.52,-1.0675,2.8699999999999997
MITOMYCINE,DINACICLIB,OCUBM,51494.5,3.5275,3.2825,0.69,5.75
MITOMYCINE,DINACICLIB,OV90,53826.5,-3.9625000000000004,-5.1225,-0.8625,2.2775
MITOMYCINE,DINACICLIB,OVCAR3,56158.5,-3.9525,-2.85,-13.0275,1.3
MITOMYCINE,DINACICLIB,PA1,58490.5,10.19,8.9125,5.619999999999999,10.2725
MITOMYCINE,DINACICLIB,RKO,60822.5,-1.6524999999999999,-2.1025,-2.4975,2.9499999999999997
MITOMYCINE,DINACICLIB,RPMI7951,63114.5,0.55,-0.08249999999999999,-1.3900000000000001,2.7
MITOMYCINE,DINACICLIB,SK-OV-3,70074.5,-0.5950000000000001,-1.665,-8.02,-1.4875
MITOMYCINE,DINACICLIB,SKMEL30,65410.5,-0.965,-1.1749999999999998,-7.862500000000001,3.03
MITOMYCINE,DINACICLIB,SKMES1,67742.5,1.275,-0.03749999999999998,-2.22,2.745
MITOMYCINE,DINACICLIB,SW-620,72406.5,8.9575,7.3325,4.282500000000001,8.8925
MITOMYCINE,DINACICLIB,SW837,74738.5,1.3475000000000001,1.71,3.335,6.164999999999999
MITOMYCINE,DINACICLIB,T-47D,76962.5,-2.885,-2.515,-2.4225,1.1624999999999999
MITOMYCINE,DINACICLIB,UACC62,79174.5,1.41,0.955,0.10499999999999998,6.484999999999999
MITOMYCINE,DINACICLIB,UWB1289,81506.5,1.0050000000000001,-0.5925,-1.7825,2.2325000000000004
MITOMYCINE,DINACICLIB,VCAP,86170.5,3.9899999999999998,5.8125,2.76,7.109999999999999
MITOMYCINE,ERLOTINIB,A2058,1198.5,-8.965,-14.405,-13.7025,-9.9925
MITOMYCINE,ERLOTINIB,A2780,3518.5,-6.842499999999999,-10.3175,-9.127500000000001,-5.7075000000000005
MITOMYCINE,ERLOTINIB,A375,5798.5,-7.5175,-6.53,-7.249999999999999,-2.9275
MITOMYCINE,ERLOTINIB,A427,8098.5,-3.4825,-3.9725,-3.3825000000000003,1.52
MITOMYCINE,ERLOTINIB,ES2,19674.5,-0.1975000000000001,-4.7075,-30.6275,-3.8424999999999994
MITOMYCINE,ERLOTINIB,HCT116,21938.5,-11.1475,-17.567500000000003,-27.045,-14.4225
MITOMYCINE,ERLOTINIB,HT144,24234.5,-11.262500000000001,-12.7975,-11.2975,-7.007499999999999
MITOMYCINE,ERLOTINIB,LNCAP,31114.5,-13.4225,-19.125,-15.690000000000001,-12.024999999999999
MITOMYCINE,ERLOTINIB,LOVO,33326.5,-2.1775,-2.44,3.3099999999999996,6.6
MITOMYCINE,ERLOTINIB,MDAMB436,35658.5,-14.225,-18.602500000000003,-11.5625,-10.0
MITOMYCINE,ERLOTINIB,MSTO,37766.5,12.12,9.475,14.63,18.095
MITOMYCINE,ERLOTINIB,NCI-H460,46834.5,-16.107499999999998,-28.365,-28.4525,-24.265
MITOMYCINE,ERLOTINIB,NCIH1650,40018.5,-6.5825,-6.605,0.645,1.8275000000000001
MITOMYCINE,ERLOTINIB,NCIH2122,42350.5,-6.9375,-6.305,-0.9800000000000001,2.295
MITOMYCINE,ERLOTINIB,NCIH23,44610.5,-10.475,-14.29,-11.7425,-8.3225
MITOMYCINE,ERLOTINIB,NCIH520,49166.5,-12.41,-19.729999999999997,-20.142500000000002,-16.3425
MITOMYCINE,ERLOTINIB,OCUBM,51498.5,-9.0075,-12.19,-12.365,-8.48
MITOMYCINE,ERLOTINIB,OV90,53830.5,-14.12,-24.974999999999998,-23.549999999999997,-21.4525
MITOMYCINE,ERLOTINIB,OVCAR3,56162.5,-7.907500000000001,-6.217499999999999,3.925,5.875
MITOMYCINE,ERLOTINIB,PA1,58494.5,-3.2725,-5.6975,-8.7275,-3.3800000000000003
MITOMYCINE,ERLOTINIB,RKO,60826.5,-13.0325,-23.885,-33.09,-19.125
MITOMYCINE,ERLOTINIB,RPMI7951,63118.5,-14.1925,-23.197499999999998,-24.302500000000002,-19.942500000000003
MITOMYCINE,ERLOTINIB,SK-OV-3,70078.5,-9.735,-13.962499999999999,-10.2925,-6.3375
MITOMYCINE,ERLOTINIB,SKMEL30,65414.5,-10.9525,-14.4925,-13.645000000000001,-10.057500000000001
MITOMYCINE,ERLOTINIB,SKMES1,67746.5,-6.864999999999999,-10.379999999999999,-7.335,-3.4074999999999998
MITOMYCINE,ERLOTINIB,SW-620,72410.5,-5.949999999999999,-14.195,-7.41,-12.16
MITOMYCINE,ERLOTINIB,SW837,74742.5,-8.559999999999999,-8.004999999999999,2.2975,4.6925
MITOMYCINE,ERLOTINIB,T-47D,76966.5,-4.755,-2.24,-0.4175000000000001,2.1225
MITOMYCINE,ERLOTINIB,UACC62,79178.5,-5.6975,-6.0975,-2.1350000000000002,0.905
MITOMYCINE,ERLOTINIB,UWB1289,81510.5,-7.5575,-8.42,-0.81,2.145
MITOMYCINE,ERLOTINIB,VCAP,86174.5,-6.955,-5.5675,-10.415,-3.455
MITOMYCINE,GELDANAMYCIN,A2058,1202.5,11.21,9.2225,12.8475,16.2175
MITOMYCINE,GELDANAMYCIN,A2780,3522.5,1.2574999999999998,0.7699999999999998,1.82,5.4325
MITOMYCINE,GELDANAMYCIN,A375,5802.5,3.3975,2.285,3.37,7.272500000000001
MITOMYCINE,GELDANAMYCIN,A427,8102.5,6.465,4.805,4.28,8.879999999999999
MITOMYCINE,GELDANAMYCIN,ES2,19678.5,10.592500000000001,9.055,5.9025,11.245000000000001
MITOMYCINE,GELDANAMYCIN,HCT116,21942.5,0.05500000000000005,-1.5125,-1.7650000000000001,2.42
MITOMYCINE,GELDANAMYCIN,HT144,24238.5,-1.5599999999999998,-2.1975,-0.14499999999999996,3.965
MITOMYCINE,GELDANAMYCIN,LNCAP,31118.5,-10.547500000000001,-11.115,-2.9524999999999997,0.47750000000000004
MITOMYCINE,GELDANAMYCIN,LOVO,33330.5,7.63,7.4075,1.645,8.5075
MITOMYCINE,GELDANAMYCIN,MDAMB436,35662.5,-8.58,-7.870000000000001,0.8574999999999999,2.4725
MITOMYCINE,GELDANAMYCIN,MSTO,37770.5,-0.665,-3.315,-3.6725,0.49750000000000005
MITOMYCINE,GELDANAMYCIN,NCI-H460,46838.5,0.46749999999999997,-0.7275,-0.38749999999999996,2.9375
MITOMYCINE,GELDANAMYCIN,NCIH1650,40022.5,-1.305,-2.25,-1.85,2.6725000000000003
MITOMYCINE,GELDANAMYCIN,NCIH2122,42354.5,5.5525,5.3125,7.7925,11.49
MITOMYCINE,GELDANAMYCIN,NCIH23,44614.5,-0.6875,-1.2899999999999998,0.8174999999999999,4.3475
MITOMYCINE,GELDANAMYCIN,NCIH520,49170.5,-6.069999999999999,-8.435,-5.215,0.17500000000000004
MITOMYCINE,GELDANAMYCIN,OCUBM,51502.5,7.9375,7.805,1.9949999999999997,9.42
MITOMYCINE,GELDANAMYCIN,OV90,53834.5,1.6375000000000002,-2.0200000000000005,2.4699999999999998,5.665
MITOMYCINE,GELDANAMYCIN,OVCAR3,56166.5,4.83,6.275,6.379999999999999,10.895
MITOMYCINE,GELDANAMYCIN,PA1,58498.5,9.9925,11.209999999999999,8.7975,13.834999999999999
MITOMYCINE,GELDANAMYCIN,RKO,60830.5,-1.19,-1.9875000000000003,-1.825,2.1825
MITOMYCINE,GELDANAMYCIN,RPMI7951,63122.5,0.10250000000000001,-0.3975,0.065,3.2325
MITOMYCINE,GELDANAMYCIN,SK-OV-3,70082.5,-1.4100000000000001,-3.4924999999999997,-0.7025,2.7874999999999996
MITOMYCINE,GELDANAMYCIN,SKMEL30,65418.5,7.614999999999999,6.664999999999999,6.1850000000000005,10.4275
MITOMYCINE,GELDANAMYCIN,SKMES1,67750.5,-0.715,-2.1,-1.2875,2.6525
MITOMYCINE,GELDANAMYCIN,SW-620,72414.5,2.915,2.14,3.0625,7.2675
MITOMYCINE,GELDANAMYCIN,SW837,74746.5,0.6350000000000001,-0.00999999999999987,6.0475,9.0375
MITOMYCINE,GELDANAMYCIN,T-47D,76970.5,-1.8550000000000002,-0.41250000000000026,-3.165,0.6349999999999999
MITOMYCINE,GELDANAMYCIN,UACC62,79182.5,-5.165,-8.08,-5.3725000000000005,-2.75
MITOMYCINE,GELDANAMYCIN,UWB1289,81514.5,9.9225,5.3325000000000005,-6.8875,7.405
MITOMYCINE,GELDANAMYCIN,VCAP,86178.5,-2.6724999999999994,-0.29000000000000015,-9.7725,1.7075
MITOMYCINE,L778123,A2058,1206.5,1.12,-0.88,-3.745,5.575
MITOMYCINE,L778123,A2780,3526.5,-5.9025,-6.702500000000001,2.31,5.5775
MITOMYCINE,L778123,A375,5806.5,-8.8125,-7.6049999999999995,-4.789999999999999,-0.3800000000000001
MITOMYCINE,L778123,A427,8106.5,-6.44,-3.9825,-4.015,2.8925
MITOMYCINE,L778123,ES2,19682.5,-5.475,-6.5875,-7.82,-2.6225
MITOMYCINE,L778123,HCT116,21946.5,-14.515,-18.1475,-15.335,-11.395
MITOMYCINE,L778123,HT144,24242.5,-14.195000000000002,-14.790000000000001,-12.9275,-4.677499999999999
MITOMYCINE,L778123,LNCAP,31122.5,-14.2425,-20.2275,-10.2725,-5.397500000000001
MITOMYCINE,L778123,LOVO,33334.5,-6.3925,-7.782500000000001,-5.397500000000001,1.7375
MITOMYCINE,L778123,MDAMB436,35666.5,-12.8475,-15.9175,-10.8375,-4.9475
MITOMYCINE,L778123,MSTO,37774.5,-8.38,-10.995000000000001,-6.2875,-1.905
MITOMYCINE,L778123,NCI-H460,46842.5,-11.0275,-20.27,-18.69,-15.790000000000003
MITOMYCINE,L778123,NCIH1650,40026.5,-16.8175,-18.669999999999998,-19.29,-10.982499999999998
MITOMYCINE,L778123,NCIH2122,42358.5,-14.092500000000001,-15.25,-8.9425,-0.09000000000000008
MITOMYCINE,L778123,NCIH23,44618.5,-8.505,-10.935,-9.112499999999999,-2.595
MITOMYCINE,L778123,NCIH520,49174.5,-11.045,-15.0575,-9.379999999999999,-4.93
MITOMYCINE,L778123,OCUBM,51506.5,-10.32,-13.045,-10.565,-5.7725
MITOMYCINE,L778123,OV90,53838.5,-11.585,-16.919999999999998,-30.5325,-11.695
MITOMYCINE,L778123,OVCAR3,56170.5,-6.415,-10.8775,-24.400000000000002,-17.535
MITOMYCINE,L778123,PA1,58502.5,-4.3675,-4.8625,-1.3975,3.7249999999999996
MITOMYCINE,L778123,RKO,60834.5,-15.9175,-20.909999999999997,-16.19,-12.53
MITOMYCINE,L778123,RPMI7951,63126.5,-9.7875,-14.355,-20.2875,-7.955
MITOMYCINE,L778123,SK-OV-3,70086.5,-13.057500000000001,-22.137500000000003,-35.0875,-19.7925
MITOMYCINE,L778123,SKMEL30,65422.5,-11.267500000000002,-12.2025,-7.005,-2.8775
MITOMYCINE,L778123,SKMES1,67754.5,-13.8875,-20.7575,-19.642500000000002,-14.642499999999998
MITOMYCINE,L778123,SW-620,72418.5,-11.9425,-15.1,-12.245000000000001,-5.590000000000001
MITOMYCINE,L778123,SW837,74750.5,-16.1375,-23.7775,-30.512500000000003,-14.204999999999998
MITOMYCINE,L778123,T-47D,76974.5,-7.2250000000000005,-4.99,-7.3575,-0.06499999999999995
MITOMYCINE,L778123,UACC62,79186.5,-12.059999999999999,-13.24,-14.452499999999999,-6.0200000000000005
MITOMYCINE,L778123,UWB1289,81518.5,-7.945,-8.055,-1.54,2.9050000000000002
MITOMYCINE,L778123,VCAP,86182.5,-13.605,-9.497499999999999,-3.9275,-1.3875000000000002
MITOMYCINE,LAPATINIB,A2058,1210.5,17.887500000000003,15.695,14.947499999999998,18.285
MITOMYCINE,LAPATINIB,A2780,3530.5,9.3075,8.942499999999999,7.2924999999999995,11.5225
MITOMYCINE,LAPATINIB,A375,5810.5,5.8525,7.3525,-10.0175,8.879999999999999
MITOMYCINE,LAPATINIB,A427,8110.5,9.715,9.647499999999999,11.2375,14.4775
MITOMYCINE,LAPATINIB,ES2,19686.5,7.1075,6.4925,4.1625,6.8325
MITOMYCINE,LAPATINIB,HCT116,21950.5,1.315,1.6375000000000002,-0.22750000000000015,4.8625
MITOMYCINE,LAPATINIB,HT144,24246.5,-1.48,-1.4749999999999999,-4.5725,3.5324999999999998
MITOMYCINE,LAPATINIB,LNCAP,31126.5,-4.82,-7.41,-11.8925,1.615
MITOMYCINE,LAPATINIB,LOVO,33338.5,7.380000000000001,6.925,11.8,17.35
MITOMYCINE,LAPATINIB,MDAMB436,35670.5,-1.6800000000000002,-1.7825,-0.6025,0.835
MITOMYCINE,LAPATINIB,MSTO,37778.5,3.4549999999999996,2.36,-6.315,8.1725
MITOMYCINE,LAPATINIB,NCI-H460,46846.5,0.14499999999999996,-1.5749999999999997,-15.1525,0.5575
MITOMYCINE,LAPATINIB,NCIH1650,40030.5,1.1,0.7925000000000001,1.5899999999999999,8.5425
MITOMYCINE,LAPATINIB,NCIH2122,42362.5,17.19,15.345,19.155,22.125
MITOMYCINE,LAPATINIB,NCIH23,44622.5,10.2625,9.4525,8.0225,13.532499999999999
MITOMYCINE,LAPATINIB,NCIH520,49178.5,1.8375,0.85,-1.02,3.37
MITOMYCINE,LAPATINIB,OCUBM,51510.5,0.9175,0.595,6.8149999999999995,9.275
MITOMYCINE,LAPATINIB,OV90,53842.5,-2.5625,-2.8649999999999998,-3.3275,1.075
MITOMYCINE,LAPATINIB,OVCAR3,56174.5,-6.510000000000001,-3.7325,3.6775,4.5575
MITOMYCINE,LAPATINIB,PA1,58506.5,15.592500000000001,15.172500000000001,-2.765,17.497500000000002
MITOMYCINE,LAPATINIB,RKO,60838.5,-0.5950000000000002,-1.6024999999999996,1.3025,4.375
MITOMYCINE,LAPATINIB,RPMI7951,63130.5,2.335,2.6225,1.065,4.6825
MITOMYCINE,LAPATINIB,SK-OV-3,70090.5,-4.3825,-5.2775,-0.7274999999999999,2.6624999999999996
MITOMYCINE,LAPATINIB,SKMEL30,65426.5,-1.9425,0.3174999999999999,-1.3399999999999999,2.5675
MITOMYCINE,LAPATINIB,SKMES1,67758.5,-1.89,-2.2175000000000002,0.8625,4.6525
MITOMYCINE,LAPATINIB,SW-620,72422.5,15.3125,14.995,-8.7025,14.012500000000001
MITOMYCINE,LAPATINIB,SW837,74754.5,3.4725,3.0775,12.9325,16.1325
MITOMYCINE,LAPATINIB,T-47D,76978.5,0.13,2.9975,8.2575,10.39
MITOMYCINE,LAPATINIB,UACC62,79190.5,0.635,1.8125,2.4124999999999996,5.3125
MITOMYCINE,LAPATINIB,UWB1289,81522.5,-1.915,-1.9849999999999999,0.15000000000000002,3.9
MITOMYCINE,LAPATINIB,VCAP,86186.5,-1.62,1.8849999999999998,-3.0774999999999997,3.79
MITOMYCINE,MK-2206,A2058,1214.5,7.99,6.7875000000000005,9.8825,11.9125
MITOMYCINE,MK-2206,A2780,3534.5,5.370000000000001,4.9975,11.235000000000001,13.7675
MITOMYCINE,MK-2206,A375,5814.5,9.37,10.1125,-7.367500000000001,10.5325
MITOMYCINE,MK-2206,A427,8114.5,8.73,9.1225,12.04,14.745000000000001
MITOMYCINE,MK-2206,ES2,19690.5,7.5425,8.934999999999999,1.59,10.249999999999998
MITOMYCINE,MK-2206,HCT116,21954.5,3.645,3.355,-0.6075000000000002,4.775
MITOMYCINE,MK-2206,HT144,24250.5,0.1925,2.27,-2.9425,7.75
MITOMYCINE,MK-2206,LNCAP,31130.5,-4.2875,-6.19,2.8425000000000002,5.7
MITOMYCINE,MK-2206,LOVO,33342.5,1.18,-0.04749999999999999,6.702500000000001,8.755
MITOMYCINE,MK-2206,MDAMB436,35674.5,-1.9175,-1.6225,3.41,5.0675
MITOMYCINE,MK-2206,MSTO,37782.5,12.7225,11.719999999999999,14.752500000000001,18.4325
MITOMYCINE,MK-2206,NCI-H460,46850.5,6.3275,5.012500000000001,5.7525,8.6325
MITOMYCINE,MK-2206,NCIH1650,40034.5,0.39499999999999996,1.7174999999999998,0.6375000000000002,7.452500000000001
MITOMYCINE,MK-2206,NCIH2122,42366.5,12.6725,12.23,17.87,20.39
MITOMYCINE,MK-2206,NCIH23,44626.5,4.385,3.4325000000000006,6.0024999999999995,8.612499999999999
MITOMYCINE,MK-2206,NCIH520,49182.5,-3.1100000000000003,-3.5475,5.2425,7.867500000000001
MITOMYCINE,MK-2206,OCUBM,51514.5,-0.22749999999999998,-0.3400000000000001,0.865,4.89
MITOMYCINE,MK-2206,OV90,53846.5,-2.735,-1.8925,2.3875,7.5175
MITOMYCINE,MK-2206,OVCAR3,56178.5,-6.6875,-6.195,0.13,4.43
MITOMYCINE,MK-2206,PA1,58510.5,15.2625,14.6075,15.6825,18.3175
MITOMYCINE,MK-2206,RKO,60842.5,-0.12749999999999995,-0.03500000000000014,0.9849999999999999,6.57
MITOMYCINE,MK-2206,RPMI7951,63134.5,-0.4325,-0.9175,0.9825,4.045
MITOMYCINE,MK-2206,SK-OV-3,70094.5,-2.6574999999999998,-3.655,0.12500000000000003,3.115
